tweet,predicted_labels
eci ordered remove photos modi train tickets places excuse given help election airports schemes pms name like delhi airport,Negative
life labour tamil nadu farmers modi kochi biennale workers paid,Negative
see point agree modi party done great things always things worth criticizing especially context candidates promoting something dont like dont agree,Possitive
fight party fight divisive forces said surjewala,Negative
mission shakti completed india space power modi,Negative
yeah opponent pappu help foolish jumlas maha thug bandhan would senseless compared logical marketing modi,Possitive
modi left pak taken aback shock surgical strike outer space giving task experts follow indian space debris clearance additionally pres trump finds modi great businessman beside politician working hard trade deal india,Possitive
issue broadcasting everything addressing nation harming india way look positive side modi upgraded india higher level politician even modi,Possitive
ceo gujarat filed pending supreme courttherefore election conducted gandhinagar constituency unless clearance supreme court obtained gross violation mcc selfie permission granted notorious action shri modi,Possitive
ever telling bjp politician say dont data survey anything prove right know lieing make modi bhakt happy speak lies daily,Possitive
still blame others happening present govt take credit good deeds asked dig deep please verdicts court case make understand circumstantial evidence hang release,Possitive
modis super exclusive interview live bharat,Possitive
soldiers still beheaded govt accepted floor house infiltration increased counters argument terrorists killed modis tenure,Negative
could said bjp candidatewhy modi also shows hatredeverywhere everything modi modi modiwhat,Negative
say modi say outgoing say bjp president,Negative
know word rahul gandhi knows words rafale mallya nirav modi mehul choksi btw bigger vocabulary,Negative
everyone standby mode announcement modi safe close trades hedge opposite direction says important announcement purely something really big mallya nirav modi balakot something else expect huge volatility,Possitive
poem modi contributions plz read like plz retweet,Negative
bdw internationally india released one statement domestically became big deal modi announcing,Negative
work india longest bridge dholasadiya bridge connectivity assam eastern arunachal pradesh got completed modi govt improved connectivity leading economic prosperity empowerment people region,Possitive
modi must win,Possitive
breaking congress rahul gandhi unveils minimum income support scheme crore poor people get per year elections news indian express via,Negative
president ram nath kovind says represents watershed moment india,Negative
modi government broken backbone indias economy unemployment frustration increasing youth desperation youth correct removing modi government,Negative
massive job creation modi govt via namo app narrative jobs well sit home ask job come many opportunities join hands,Negative
nirmamta banerjee innuendo statements smell jealously bitterness towards modi without realising india antisatellite project would planned drdo would culminate,Negative
really think gives doles thru scared question hence included raga btw many questioning lakh crores went drains thru modi,Possitive
modi said truth many times remember,Negative
modi succeeds making immoral butchers truth remember morality wish greater success modi,Possitive
dear respected indian prime minister narendra modi mere sloganremove indian national congress party india shall powerty one shall beggar poorthere shall import wheat pl american false helpproviding congress grass,Negative
modi calls blood terrorists make country people cry made soldier families lose fatherbrotherhusband son make sob whole life touch wood someone kill close ones take revenge sit talk,Negative
yes threatened china pakistan thanks late shri apjabdul kalam great scientist india initiated advancement atomic age india thanks narendrabhai modi timely gesture field,Possitive
start randrona allow make clear prime minister narendra modi hold dept space portfolio yes make announcement suck,Negative
look stupid fanatiche claims media janta reporter bring revolution indian media tweethe supports one hates modibjprss,Negative
narendra modi government worked national security development public welfare sushma swaraj times india,Negative
opponents indian prime minister narendra modi want delay release new film life national election saying thinly disguised propaganda,Possitive
modi want abhinandan back translates modi want welcomed back easy deny abhinandan modi voting bjp back power,Possitive
fineremove castebased reservation think canwithout knowing history matteru bhakts try justify anythinghav read pune pactdo know works lohia castehave read shahu kolhapurplz remove castereservation modi hav guts,Possitive
dont worry captain sahab soon called waves modi kcr swept cyclone,Negative
modi destroy nation amit shahs translator goofs karnataka rally india news,Negative
waiting congress say idea created indira idea acknowledged nehru agreed upon sonia gandhi eventhough narendra modi executed congress one credited,Negative
bloodied hands continues unabated farmerscitizens,Negative
know reality think must know work style army journalist like sweta singh think one self realise word army movement plan modi responsible sweta singh used word like abuse shame,Possitive
like furguson college pune modi visit talk campuses,Negative
main bhi chowkidar hoon campaign narendra modi set address people locations,Possitive
cowrelated attacks modi came power,Negative
soon jumla st asat designed nehru st assembly done nehru st launch done nehru happened cause rajiv got computers phones modi resign,Negative
playback legend gives voice saugandh mujhe mitti,Negative
request bjp army sholud sleep till beloved modi stepin pmo office might spend sleepless nights election ready face antinationals work,Possitive
yes exactly urban poor may whichever government comes direct benefit transfer future modi comes surely think try different name obviously,Possitive
india shoots satellite joining space super league modi india becomes fourth country russia china carried feat says prime minister modi,Possitive
forgot lakhs promise already wah wah modi chowkidar,Negative
entire country cannot blamed terrorism bhakts antinational boycott sidhu fight people pakistan fight terrorism bhakts waah modi waah,Negative
modis rally seat rallys coverage local media creates wave think seen television creates wave local coverage rally critical modi knows issues resonates local areas,Negative
dont join congres think win modi opposition jointly declare candidate mahaghathbandhan,Possitive
cry india survive without modi forget mother brothers wife fine without much even gujarat state missing ruddership,Possitive
murkha modi said black money come back india everybody get think right haram khor,Possitive
khasogiis issues state guest losers said killer muslims modi arrived pakistan double standards shut beak let govt work,Negative
please tell original economic idea modi govt nutty demonetisation fact inspired baba ramdev,Possitive
modi dream land dream concerned way national hindus raping minors mean age sick ness,Negative
seems like something personal told everyone world beggars make libraries neither man honour responded modis bragging,Negative
big natas rss always faithful truthful loyal india atal nitin gadkari adwani murli joshi manohar parikar modi cannot even raise question sincerity congress propaganda create lies successful,Possitive
still honest reporters left see dont see debate real issues people india,Possitive
get well soon buddy,Negative
modi fought two seats last time none holy cow err gave ref cow forgive,Negative
modi started real drama would ruined nation feku would address nation take credit success scientists sacrifices soldiers knows science making gas gutters make tea,Possitive
narendar modi bjp post hold single press conference years tenure evidently murder democracy,Possitive
farce contesting elections yet looking unity survivalunprincipled parties itfear modi bjp making sorts things name saving nation forgetting nation never strong progressive today,Possitive
crore poor povertyline augus crore poor per rahul gandhi march modi govt uplifted crore poverty years,Negative
yes also get,Negative
isro well done credit toh modi gya indian air force attack pak full credit goes modi poltical people take advantage politics perception every politician take advantage whenever opportunity comes,Negative
sir one request bjp candidate contesting mandya felt bad voting first time last year voting mandya also huge modi fans could put candidate mandya,Negative
saying used mallya nirav modi english court,Negative
thieves desperate g thievesaircelmaxis thievessaradarose valley thieveswestland augusta thievesnational herald thievesfodder thieves nauseamthey know modi gets reelected curtains themso countrymenbe careful choosingthieves modi,Negative
hhhaaa waiting hear modi oiled ball bearings bicycle drdo could use,Negative
narendra modi sirji great leader admire work,Possitive
sure gripe lot trump overzealous followers right wing hindu nationalist fan club modi whole another level crazy,Possitive
wait next ten years modi solve,Negative
congress person take lunch modi conferenceplease note,Negative
modi govt act hindu terror left hindu extremists dont exist modi govt says cpm,Negative
didnt open bank accounts decades promising deposit money accounts narendra modi,Possitive
modi violated model code conduct piddis use burnol today,Negative
respected sir sar madam kindly find subash sar good gaunament narendra singh king india telangana state sar bjp indian eyyars naya bharath narendra modi adwarking kiya sar narendra modi sar jai,Possitive
modi ahead nation,Negative
sheep may lions supporter obvious reasons sir sheep refer neerav modi mehul chauksi vijay mallaya etc etc lion good job sir,Possitive
modi cannot counter nyay mission shakti come something innovative otherwise result much clear facial expressions today,Possitive
thats loves,Negative
indians dont need movie praise movie still vote modi next,Negative
great leader modi company never connect women,Possitive
uncle lucky always jindabad victory,Possitive
sanghis want stop rahul gandhi let modi baba take wayanad,Negative
already got best man job prime minister narendra modi cartoon candidate loser,Possitive
yes dear friend support support modi support,Negative
nothing bjp modi biopic producers reply,Negative
see channel covering arvind kejriewal congress non bjp event prime time modi,Negative
come narendra modi win seats,Possitive
paytm movie tickets cashback offer flat cashback upto rs narendra modi movie tickets link,Negative
niti aayog worked prepare marketing presentation modi fudge data mislead nation,Possitive
bhobisyoter bhoot banned kolkata without get protest group organization democracy youre serving ppl momta told demonetization period modi ruin democracy done,Negative
true modi friend amit worst use army success publicity,Negative
dont want employmentthey want oppose modi unemployedthis big employement,Negative
narendra modi attacks congress says mnrega living monument poverty pti march forced eat words none financial advisors strongly believe scheme mnrega version,Possitive
report nirav modi remain wandsworth prison southwest london period hold sessions legal team deliberate course extradition case,Possitive
sir already become antimodi rag sheer torture reading every morning painful see degenerated early glorious days dont expect media promodi would dull venomously biased agendadriven sad,Negative
jaikumarrana thats call strategy accept defeat without fighting bihar last election seat loksabha fighting modi hai mumkin already accepting defeat,Negative
antimodi still say apne mooh miya mitthu also seems like using propaganda win elections,Possitive
common sense modi corrupt politician india even entire mahagathbandhan combined money modi others would projected modi gali kutta like others today,Negative
unsubscribed nirav modi sponsored republic,Negative
heartiest congratulations keep supporting modi many good news store,Possitive
hold meetings small groups campus locality hostel college discuss change modi govt click pictures meetings send via whatsapp email academics namo share social media,Negative
fool feel fool people easily dont test know capability logic nuclear test done china tested attracted sanctions got scared modi govt tested managed diplomatically,Possitive
message nation got narendra modi totally desperate desperately searches election issues,Negative
debris indian mig found news photo debris shot f also say people killed word word satellites photos destruction rescue,Negative
lok sabha elections live updates narendra modi deliver important message shortly india news indian express,Possitive
rahul gandhis nyay ensure deposited accounts poor indians years making equitable society hand modis outrageous jumla lakhs promised deposit accounts unsurprisingly never,Negative
thats whysensing anticipation voters amritsar outrightly rejected even called artificially created modi wave,Negative
predict end congress rule center state indians,Negative
upa rule defense minister said dont money buy defense equipment modi rule india generated huge amount please explain,Possitive
true fall deaf years tried logic modi haters seem obsessed rahuliya syndrome see modi virtuescan see rahuls faults read rahul idiocyfoolishness illogicalmad hat statements total nonsense etc etc sigh,Possitive
modi believes one way conversation onlyhe doesnt know two way communication,Negative
achaa modi aur bjp impressive hoga dadali,Possitive
surjewala much obsessed every move compare modi btw keep comparison talks open may rd win hands time time say bye bye,Possitive
know many indians voted modi govt crores daily insult reason party defeat india blame silly things insult zero get big zero,Negative
goodwith proofthat opposition modi haters always ask,Negative
adr survey clearly says people unsatisfied modi governments performance matter much chowkidar chaiwala much blame nehru public sab janti hai,Possitive
congratulations modi sarkar,Negative
person straight away illeterate economics accepts hates modi much ever meritsdemerits todays scheme,Possitive
hate modi freebie taken away parasites,Negative
thank davidfrawleyved rahul gandhi remonetize modi demonetized meaning rahul bring back black money economy along corruption upa rule,Negative
modi going announce military steps took pakistan desperately need reclaim election narrative election season military body use,Negative
remonetise modi demonetised says rahul gandhi royal challengers bangalore,Negative
modi big time troll,Negative
fully dues recovered says,Negative
modi using fearmongering campaign instead governance record omar abdullah,Negative
modi announced drdo get editor headline makes sense,Negative
mom even escape space thanks modi,Possitive
congratulations bro best saal congress bhi payi aaj modi guidance aapne diya great brother,Possitive
professor family extended fam abroad returning money land ancestors planning get much money modi really ineffective couldnt unearth treasure looted,Possitive
anti modi rethoric shows dont brains slave first family nation according fav recruit slaves first family nation,Negative
choose vote modi,Negative
blocking employment data modi trying fool youth india,Negative
help karnee chayae beleve intwitter per karo ground peri london modi helped came ukmae kisi larkee case london fight ker raha thamodi helpedher boss charged sexual related help,Negative
right wing twitter meltdown cannot figure money going generated scheme people believed modi said lacs deposited bank accounts,Possitive
modis new india fighting peoples right food freedom speech right practice religion right information made anti national shameful disgusting,Possitive
modi million times better pappu,Possitive
eyes modis speech,Negative
modiledndafascistnot fascist rulergovt see ppl gagged cant utterfascism make unperson erase leavng evidnce evr xisted fascism stalin rmembrgulagthat fascismno scope oposition whch freely acusing modi theft,Possitive
hearty congratulations drdo scientistss success fully supported shree narendra modi,Possitive
nehru bragging missile hes going launch night edwina,Negative
supportswami party bjpgo back modi,Negative
ratan naval tata family patriarch billion tata empire lavished praise prime minister narendra modi underscoring leadership country needsat point time urging citizens rally round vision,Negative
today free dish whole nation becoming chokidaar modi agar sare chokidaar banege modi jaise saheb amit shah hogaa aur desh bexx garx hoga,Possitive
following list modi,Negative
modi trying sneek photo every far get toilet papers face building kamods,Negative
like modi people like elect basis part govt since people like contribution nation many monuments named like great people country find name roads etc name many contributors,Possitive
modi gave proper response proper time timing kind project takes years complete launch modiji ensure project completed tenor bcz may delay govt replace thinking modi start project month completed,Possitive
ask modi ask dont fulfill till sink,Negative
waiting message nation modiwe love,Possitive
modi touch every hight,Negative
chowkidar sambit patra learnt art facing camera guru modi,Negative
modi join congress,Negative
communal soch hai hate modi thats reason lick congress boots saal raaj dekhkar abhi tumhara dill bhara nahin,Negative
indian god sake stop dividing people based religion muslim surprise support modi millions muslims love india modi,Possitive
respect scientists unwillingness see modi rise stature elections agenda since,Negative
amol think common sense modi year mother problems india congress party think reply,Negative
neech name given hum absolutely correct peoples india wanted brave pilot back wrong modi planning get killed didnt wish pilot come back,Possitive
even vajpayee announced nuclear tests nation barc drdo space weapon asat testing historic indias strategic defence thus modi well within rights tell world quantun leap indias military prowess,Negative
exbsf army india sacked service uploaded video complaining bad quality food served forces said contest varanasi constituency narendra modi,Negative
nirav modis bail hearing westminster magistrate court london begin london time today,Negative
modi ready may bhi chokidar,Possitive
shown real face narendra modii totally agree every pointbt fair hurting single party like bjpbe neutral hurting party india like congress aap etcwhy dont speak themno guts paid,Possitive
people india clearly understand want please dont loos time modi agenda join rss increase thoughts,Possitive
believe someone hates india would want modi win ignite civil war going get real bad guys,Possitive
modi superb performer field failures,Possitive
filmmakers people time save nation allowing dicate minds views payments poisonous trend let citizens aware first,Possitive
fight people pakistan fight terrorism narendra modi tune watch live,Possitive
narendra modi become bjp secures seats make narendra modi narendra modi introduce common civil code solve issue bjp gets absolute majority give wholeheartedly another chance narendra modi,Negative
today morning run modi show unity voter india vote modi hyderabad candidate bhagvantha rao anna secundarabad candidate kishan reddy anna vote bjp,Possitive
congress led upa surgical strike dont air strike dont asat missile dont modi sarkar surgical strike air strike asat missile,Negative
expectedanother expected verdict nothing wrong releasing bio pic modiwait see,Negative
india achieved many feats today pravasi bhartiyas feeling proud motherland long time upswing india continue leadership modi lets think,Possitive
roar champions produced dhoni shrinivasan bigger propoganda narendra modi,Negative
modi failed lost everything valley say kashmiri pandits,Negative
modi reply leader dmdk,Negative
called journalists otherwise freedom speech thekedars soon someone talks favor modi inke asli rang bahar aate hain,Negative
tea served main bhi chowkidar cups shatabdi trains,Possitive
yes yes rd target hopes likes called mahagathbandan modi get second term,Negative
shared received neither congress supporter modi bhakt ordinary indian citizen love country past years india grown tremendously exprime ministers,Possitive
large antibrexit protest london,Possitive
modi winsbuy mutual fundsgood shares govt bonds congress wins buy land preferably agriculture land take agriculture loans need repay rd front winssell everything accumulate gold wait next elections within,Possitive
done,Negative
bjp president ive skeched pic msg thinking indias bright futuremany positivechanges india seen govt humble appeal development progress nation,Possitive
lok sabha election formality reelect narendra modi bjp,Negative
congratulations great world leader modi ongratulations make country powerful,Possitive
raise question ask proof,Negative
beware bhakat modi,Negative
claim modi real chaiwala evidence,Possitive
like modi government hate politics manju varma bale,Negative
care fought hard lucrative transportation portfolios fake news spread make people believe modi cause sri lankan thamizhar genocide dmk position withdraw support congress,Negative
another jumla modi forgotten congress power since india faces poverty homelessness hunger due mass unemployment,Negative
dont care caste please care modi,Negative
modi going anywhere soon bring change kashmirs face prospects,Negative
modi actually teaching politicians publicity mastered political benefitssee also tied logo dress modi know started live social media broadcastinggood see change,Possitive
india modi modi india one political party modi support means petrosiom means foolish,Negative
kirit somaiya must allowed fight seat mumbai northeast lok sabha constituency hell shiv sena protest somaiyas candidature uddhav said much modi reply,Negative
yes modi government back,Negative
rafale modi kill terrorists air strike pappu make rafale paper fly lok sabha,Possitive
modi need ground level workers thats right way keep,Possitive
new gimmick changes twitter profile name chowkidar narendra modi,Possitive
anything bjp modi odd dont bring level,Negative
modi,Negative
well said prof visited twice next times spoke modi end,Negative
many anti modi journalist anti hindus dont tweet speak think hindus know things suppressed years hindu lives dont matter started hating hinduism nobody community helps,Possitive
narendra modi get brownie points electiosndue indo pak tensions pulwama attack idiots vote pappu,Negative
indias space achievement excuse modi create space address nation,Negative
challenge modi haters get court orders jpc jpc orders given court get kapial sibbal get orders courts,Possitive
respected modi tax payers please save money use money development country please make independent beloved kissan poor people dont dependent others,Possitive
mrchowdhury must try best establish lies modi result zerowe people india determined defeat jumlabaj modi propaganda regarding micro cheap within note demonetization channel still memory,Possitive
starting april address least rallies bihar,Negative
italy germany wants leader like modi seculars want allinone pappu,Possitive
welcome odisha people eagerly waiting grate leader abki bar modi sarkar,Possitive
delegation meet election commission evening biopic narendra modi details,Negative
lol modi sir may time stop blaming center incompetence,Possitive
also looking ticket congress became fashion oppose modi order become loved one congress,Possitive
chutiya like evm means everyone voted modi,Negative
job blame modi,Negative
claim civilians died terror attacks india since prime minister narendra modi came power reality civilians died terroristinsurgent incidents reveals govt data,Possitive
plz help buying jackets matlabwhatever logic peddle link anything happening india stop modi plz continue modi coming back time pak stooges choked,Possitive
modi promised crore jobs india today stands time low job rate years put power raise voice hashtag right,Possitive
sir please accept ask proof believe modi,Negative
strongly agree sunnah void two colours,Possitive
great achievement announcement totally justified opposition leaders applauded achievement trivialised made modi looks good running country achievement hate leader wrong,Possitive
privatization profitsn socialization losses wht haraaaaaami modi thr haraaami chowkidar chor modi jaisa haraaaami ass licking dog dekha nahi,Negative
gandhi family chor thi hai agar sarkar aayi tho fir chori hogi desh barbad hojayega friends request plz give chance vote,Negative
yeah noticed syed modi last year beating saina,Negative
interview modi shattered lies congress mahathugbandhan fake promises opposition buried till extent wont able come graves game opposition,Negative
demonatization modi made disaster,Negative
modi elite space power hawabazian zumlaibaziannow real spaceat last,Possitive
sir lost job last year due demonetisation searching job kidney function dialysis requested sir please help send message leader tweet modi aslo reply,Negative
announced st nuclear test indira gandhi announced capt rakesh sharma going space indira gandhi announced launch agni missile rajiv gandhi announced nuclear test pokhran vajpayee whats wrong modi announcing asat,Negative
remonetise modi demonetised rahul gandhi,Negative
modi promised lakhs body questions betrayal media channels keeping quiet afraid ask modi fooling around people,Negative
active pulwama attack pathankhot attack took place active bjp lawmakers charged molestation accussed rape nirav modi enjoying london activity active,Possitive
modi gave news anchors journalists congress giving oor families,Negative
science modi hails indias arrival space power shoots satellite test,Negative
haqs musings samjhauta acquittals modis india protecting hindutva terrorists,Negative
jul dalai lama making overtures beijing even china seems drove race course road pms official residence evening august meeting dalai lama perhaps modi,Negative
india destroy guided missilesatellite system adversaries peaceniks rejoice people die even modi wages war pakistan let tackle pakistan way massive massive salute indian scientists,Negative
seems like forgotten bofors manmohan singhs silence many misuses power congress blind dumb tojudge comparisons betwn whose power decades sm yrs give bjpmodi yrs judge wld say,Negative
awww isro btw modi scientist,Negative
utterly impossible get indian investment money india though navir modi misappropriation jewellery india means try grow within,Negative
modi burnt gujarat made new india,Possitive
congress party income guarantee scheme needs strong homework true like modi ayushmann health scheme,Possitive
election commission sought explanation railways civil aviation ministries regard tickets boarding passes featuring images prime minister modi gujarat minister,Negative
sunil innovative try wise crack another wisecrack called stupidity never try imitate called modi xerox nice day regards retards,Possitive
dont write modis speech shooting missile via,Negative
yes except hindu nationalism predates sustain even postmodicongress however artificial construct india cannot sustain without somebody trying link mahatma gandhi,Negative
think press freedom gud congress rule modi govt per international reports,Negative
unless complete overhaul judicial systemwhich created british police reformsthere nothing govt modi tried remove collegium system judge appointmentbut blocked shouting intolerancefascism,Negative
wrote new subgenre indian cinema films modi,Possitive
follow vote modi,Negative
ask bros modipres kovind belong upper castes modi built toilets provided cooking gas electrification upper castes homes anttshantt casteist vultures feeding dying ecosystem actually let tags obcdalit remain till today,Negative
modi successful,Possitive
haha modi selling fake story bro elect modi tell proofs holes building fools believe,Possitive
sharing video didnt come across anything modi promised giving l cbn caught redheaded admitting difference,Negative
lok sabha election live updates narendra modi launch bjps campaign,Possitive
whatsapp report card modi shocked see india changed last years india suffering highest unemployment rate years nsso data top,Negative
hahahaha sajad lone traitor bjp goon trade blood kashmiris hug elder brother chowkidar modi,Negative
questioned convicted anything expected bcoz wudve noticed chairman concerned entity inquiry took place modi govt wud noticed trying showinsinuate,Negative
modi feel blessed fortunate committed dedicated like strong asset country countrymen make sure lead country future always make khangreess mukt hindustan,Possitive
nirav modi gave congress party,Negative
voted modi actually unhone pura brahmnda banya hai suna hai chandrma par jab neil armastrang pahuche wahan bal narendra khel rahe,Negative
hey got great ceos different organization think namo request facts figures ready commenting,Possitive
terminology oppose modi independent secular unbiased honest,Possitive
think even shri modi know remove poverty knows make rich friends super rich,Possitive
dear voters request honest please remember vote narendra modi historical india,Possitive
account blocked said posted screenshot happened others critics please help,Negative
hold onstoking fear dude called highlighting prioritizing issue fear terrorits pakistan always priority modi setting issue,Negative
every citizen country hindustan proud modi jithese things dont happen without political willcoz times politicians busy finding hawala routes loot tax payers money govt sponsored scamsbut modi real deal,Possitive
arresting nirav modi space missile obvious preelection gimmicks much effective ralliesads imo,Possitive
republic modi bhakt voice,Negative
quite big modi announces antisatellite weapon capability asat successfully targeted live satellite low earth orbit leo part mission shakti,Possitive
people calling chowkidar fools following gimmick created marketing team bjp matketed modi still waiting promises fulfilled know burn back side petrol politicians know pain,Possitive
doesnt matter future article lekin abhi sab anti national fatti padi modi raj,Negative
thanks present visionary leadership shree narendra modi mission allowed upa regime,Possitive
age rahulgandh sent tuition mother must admit mental facility,Negative
know chaukidar like nirav modi lalit modi narendra modi,Negative
never thought triangle really think modi freebie exciting,Possitive
got honest hard working dedicated people chowkidar pmwhole world like loveing himtry modi fied nations serve peoples terroriests happy stay happy god given buityfull earth,Possitive
taking sense kudos election commission,Negative
see politics historical achievement sir get reward modi prime minister country giving information achievements wrong,Negative
india gears bring back nirav modi,Negative
leftist version marketing gimmick favor nda dear lutyens load carriers modi hona marketing gimmick hai aap liye,Negative
dirty rubbish backstabbing sort gesture yes rule single bowler done shit ever backstabbing india always courage come infront hit hard next time,Negative
via violation model code conduct film produced private parties government involved,Negative
bjp want utilise star campaigner modi maximum several states across phases polls explains theprints,Negative
responsible attacks happened modi,Possitive
missed one modi directed xmen,Negative
modi save country fraud opposition party daily launching new scheme propaganda,Possitive
well thats great plans straight away question still stand tall dont money buy rafale fulfil promise modi collected enough tenure one que collected tell didnt anything,Possitive
mike close minded blocked provided evidence debunked modi smears makes tulsi refused check regurgitating western media indian propaganda never actually researched modi people actually india hes trusting msm,Possitive
want modi sarkar next terms,Negative
congratulations proud moment sirmera desh badal raha hai modi hai mumkin hai jai hind sir,Possitive
modi government reducing spending education budget estimates dropped one per cent country income government first budget share budget slashed business standard,Negative
india doesnt need nsg unsc membership invited well done modi scientists drdo isro,Negative
yes denying nda accepting modi candidate whereas mahagathbandhan concerned shown holding hands together mamta rally congress acceptable bsp west bengal tmc andhra trs,Negative
announcement made network services stopped pm modi address nation pm chowkidar modi mitron today nda govt india cricket team bhakts want strong,Possitive
failed filmmakers whose claim fame modibashing thats time theyre limelight,Negative
nirav modi arrested amid india fraud case allegations,Negative
speaks volumes much trust deficit modi,Negative
something bad happen opposition liberals would ask modi speak problem scientist achieved feat modi announced success story opposition asking test shall done new govt,Possitive
congratulations great scientist country narendra modi,Possitive
nehru founded isro drdo modi taking credit,Negative
satellite maar giraya modigasmic nutjobs please read link india already initiated program ready true form modi takes credit stuff,Possitive
flashbak teach iitians pushpak viman ramayana wright brothers modis hrd mos satyapal singh,Negative
gadkari likes work free hand work let work pls dont politicize due persons like idea india alive dont want modi pray commits mistake like advani,Possitive
year son asking modi conducted surgical strikes people supporting year understand things doubt bastards understanding less year old,Possitive
like modi didnt launch antimissle modi didnt raid blame logic,Negative
rank dropped massively recent years guess modi war environment ecology,Negative
eight months elected tulsi toured india weeks modisupporting donors appeared modi high profile conference indian press ignited public stories sexy hindu congresswoman supporting modi nah affect agenda,Possitive
wont fulfilled promises,Negative
non modi government interesting,Possitive
wont congratulate respected giving ahead required funds drdo great achievement shown urself petty minded man congratulating modi,Possitive
heartiest congratulations indias rare achievement becoming th world done safe capable leadership modi helms may god bestow much unqualified successe indian scientists strength opposition bear embarrassment,Possitive
still maintain saffron get seats modi needs retire,Negative
know india th county got power appreciate scientists ass hole modi party didnt anything fuckin politician please give credit scientist,Negative
congis thanking nehrooo scientists thanking modi,Negative
day talked sanitation congress laughed made fun today focus sanitation coverage increased miracle,Possitive
modi elected loved respected majority india cant handle problem,Possitive
congress accused modi talking press well narendra modi whole tenure given interview th arnab including cabinet ministers amit shah crosses interview interview rahul,Negative
need modi need year old party contory grow,Possitive
beyond mental comprehension mahagathbandhsn leaders significance mission shakti tgey worried castesit issues india unsafe hands india safe hands modi,Possitive
show much hate people namo people jealous achievement india leadership modi world theater day happy jeolous day,Negative
josh modi versus things arnab goswami asked,Possitive
pmmodi tells st interview job employment rafale direct benefits poverty new schemes infrastructures rural empowernent econony,Possitive
congratulations great modi team,Possitive
modi strengthens democracy actors land guess heard sakshi maharaj says elections future modi reelected guess heard abuse people question lynchings,Negative
modis close friend says modi controlled togadia forget modi comes rss background like said maintain status quo serves left media need strawman evil rss continue control hindus,Negative
questions time demonatization questions time gst blaming modi addressing nation great achievement cheap politicians,Possitive
fan true indology handle abused modi problem think screenshot fake strategy used mahajan lady muse rome madhaw,Negative
aamir khan kya anti national kiyau undermining modi,Negative
watch modi rally live meerut uttar pradesh,Possitive
priyanka modi last nail congress better direct tussle avoided,Possitive
love call upa modi sarkar,Possitive
moment congis say modi terrorist made thought ahmed patel would say said exactly opposite probabily didnt understand,Possitive
modi today declared india successfully tested anti satellite asat missile asat missile destroyed target low earth orbit distance india becomes fouth nation usrussia china capability,Possitive
called depth analysis tell budget prep anti modi post speak something always story rafale mining modi chor hai misleading,Negative
india needs modi otherwise waste leaders like babu jagan mayawathi mamta devagowga rahul akhilesh mulayam newsx went lucknow ask people opinion saying stunning majority wants modi one person says dont option modi best,Possitive
thats true time villages varanasi need physically present everywhere develop husband visited villages take lands make benami thief vadras gandhis,Possitive
exactly,Possitive
fear modi created pakistan terrorists terror camps pok shut fearing attack indian army via,Negative
kindly add writer poet nationalist hon modi fan,Possitive
please write problem,Negative
modi anti hindu pol parties india,Negative
haha media helping modi free,Possitive
modi years new campaign,Possitive
left overs would den enough win den game mere presence dressing room make huge difference,Possitive
words require patriot modi traitor rahul khan,Negative
didnt know pakistani case india modi govt,Negative
madam pack bags time come kashi kailash yatra mind accept defeat get rd may rest india already kicked ass time people bengal react todays achievement modi govt huge learn respect,Possitive
vote modi vote bjp modi jindabad bjp jindabad hindustan jindabad north east,Negative
bol rahi hai upr caste bjp daalte hai caste irony obc modi bana dete hain dalit president bana deta hai lol girl knowledge politics bas muslim hain toh modi buraai karenge,Possitive
modi going space complain says mamata mission shakti,Negative
modi went world knew official duty aaplog chup chup,Negative
good modi asked ppl recognise trust pakistan india,Possitive
apparently modi waiting analcysts turn sore,Negative
modi replacement making,Negative
reaction modi present isro mangalyaan entering orbit,Negative
another anticongress movie releasing right around election season superb first made movie manmohan singh modi biopic lal bahadur shastri death election year right voting begins,Possitive
modi please tell nation billion navami gange gone ganga dirtier ever even single new sewage treatment plant constructed,Possitive
want know done democracy lets asked bhai zara inhe modi puri samjh deladki bhatak gayi hai,Negative
spooked vijay mallya responds modis owed recovered crore statement republic asks hes still poster boy,Negative
india democratic country contestant call supporting modi antinational judge constitution permit say like think courtseci take matter serious take action,Possitive
reads junk anyways stopped even modi came power,Negative
vote modi,Negative
everyone india mine modi supporters anti modi supporters spirit everlasting fret,Negative
sensational movement best tejaswi jai modi jai bjp,Possitive
dear sir many many congratulations todays best achievement leadership second thanks god india prime minister whole world feel pridemodi sir crore indian,Possitive
sir dead modi jee friends never accepted modi jee ppl stand anarchy according ppl modi jee done even single good things contributed society,Possitive
noelection decided voters basis years performance modi sarkar perform perish,Possitive
stand narender modi,Negative
please file complain insulted president apj abdul kalam honorable narendra modi,Negative
successfully done scientists morons bhakts shouting modi modi modi worked scientist,Negative
modi still didnt write wrong abt hindus value ppls creating unwanted prblm social media,Negative
help asat tested add excitement dull election campaign modi nothing offer issues got created mission shakti success modi asks nsa ajit doval draft space doctrine future combat,Possitive
beautiful sight group tall hausa men kaftans,Possitive
maybe paan vala mixed special ingredient,Possitive
jawans life risk cannot stay uninvolved modi,Negative
dear sir please request announce india people studied puc compleated give per house member give governament job age years defentely win please announce jai modi please announcement,Possitive
thanks india nehru lekin modi done today speech bhakkkkkkkkkkkkk,Possitive
ask supporter going tell youu said educated intelligent already aswersnormally really propagate good things modi know,Possitive
